Degree,Strength,Clustering Coefficient,Betweenness Centrality,Eigenvector Centrality,PageRank,Average Path Length,Maximum Path Length
3,2220.0,0.66666667,0.00000004,0.00006041,0.00009806,4.89718076,12
1,88.0,0.00000000,0.00000000,0.00012689,0.00004398,4.92122720,12
1,494.0,0.00000000,0.00000000,0.00070383,0.00004984,4.27003870,12
3,590.0,1.00000000,0.00000000,0.00564829,0.00004804,3.79878386,11
2,95.0,1.00000000,0.00000000,0.00000426,0.00016607,5.28358209,10
2,42.0,1.00000000,0.00000000,0.00000215,0.00008776,5.72857933,13
5,3806.0,0.70000000,0.00000031,0.00009477,0.00033148,4.51464898,12
3,275.5,1.00000000,0.00000000,0.00039524,0.00006934,4.37672747,12
25,39365.0,0.57666667,0.00004280,0.02593369,0.00046443,3.53399668,11
49,139786.0,0.18962585,0.01498636,0.02789093,0.00325460,3.26616915,11
1,854.0,0.00000000,0.00000000,0.00113700,0.00004920,4.19264787,12
17,49483.0,0.64705882,0.00031643,0.01523065,0.00049471,3.58153676,11
3,504.0,1.00000000,0.00000000,0.00307023,0.00005744,3.86954118,11
66,180677.0,0.19580420,0.01156350,0.04364414,0.00326745,3.12216694,10
6,4894.0,0.60000000,0.00000440,0.00824310,0.00010128,3.58734107,11
15,28770.0,0.18095238,0.00355346,0.00114981,0.00082183,4.27390824,12
87,465490.5,0.29564288,0.00876775,0.08780851,0.00373054,3.04781647,11
3,125.0,0.33333333,0.00027474,0.00000057,0.00012946,5.73604201,11
2,40.5,0.00000000,0.00000057,0.00000006,0.00010656,6.43034826,12
3,698.0,1.00000000,0.00000000,0.00069156,0.00006293,4.46158098,12
3,48.0,0.66666667,0.00027459,0.00000055,0.00018587,5.73521282,11
9,11130.0,0.25000000,0.00503642,0.00139164,0.00043849,3.91155334,10
6,6491.0,0.86666667,0.00000029,0.00150266,0.00013060,4.09121061,12
2,2719.0,1.00000000,0.00000000,0.00348501,0.00005953,3.93145384,12
2,900.0,1.00000000,0.00000000,0.00015060,0.00005202,4.63902709,11
2,57.0,1.00000000,0.00000000,0.00000507,0.00007567,5.56550580,13
2,56.0,1.00000000,0.00000000,0.00016019,0.00007349,4.36954118,11
2,76.0,0.00000000,0.00087964,0.00000505,0.00012005,5.31785517,11
1,980.0,0.00000000,0.00000000,0.00285255,0.00004825,3.70784964,12
3,954.0,0.33333333,0.00000036,0.00048637,0.00006933,4.32172471,12
2,5.0,0.00000000,0.00075647,0.00000396,0.00009547,5.34798231,12
3,360.0,0.66666667,0.00000310,0.00013179,0.00006191,4.76451078,13
9,5918.5,0.33333333,0.00069859,0.00076888,0.00023622,4.09812051,12
3,2380.0,0.00000000,0.00082916,0.00138430,0.00016088,4.04505252,12
24,25197.5,0.71376812,0.00002126,0.03791330,0.00027398,3.49032615,11
5,16748.0,0.60000000,0.00000012,0.00601288,0.00019300,3.76340520,11
2,45.0,0.00000000,0.00000008,0.00000020,0.00009410,6.22636816,13
3,1102.0,0.33333333,0.00055294,0.00383847,0.00009682,3.80292980,12
7,11704.0,0.52380952,0.00000348,0.00120065,0.00027061,4.21503593,12
10,4530.0,0.84444444,0.00000889,0.02098652,0.00008695,3.54201216,11
1,2251.0,0.00000000,0.00000000,0.00171070,0.00005649,3.98258706,12
1,387.0,0.00000000,0.00000000,0.00150678,0.00004570,4.23023770,12
2,209.0,1.00000000,0.00000000,0.00061345,0.00005057,4.35903814,12
19,16201.5,0.50877193,0.00004258,0.02216904,0.00021330,3.53620785,11
1,117.0,0.00000000,0.00000000,0.00005289,0.00004752,4.76865672,11
137,351752.5,0.19632890,0.01152693,0.13041825,0.00374957,2.97318961,11
6,2493.0,0.26666667,0.00193046,0.00030482,0.00042994,4.20066335,12
1,54.0,0.00000000,0.00000000,0.00000231,0.00009769,5.79878386,13
27,100050.0,0.18518519,0.00310126,0.00206712,0.00195654,4.06744057,12
1,57.0,0.00000000,0.00000000,0.00000980,0.00004498,5.26257601,13
1,888.0,0.00000000,0.00000000,0.00016254,0.00005262,4.56909895,11
3,1069.0,1.00000000,0.00000000,0.00500854,0.00006173,3.67799889,11
2,168.0,0.00000000,0.00000008,0.00001532,0.00009874,5.11774461,11
8,6782.0,0.35714286,0.00000490,0.00031635,0.00019281,4.42205638,11
2,168.0,1.00000000,0.00000000,0.00003123,0.00006356,4.89469320,13
1,868.0,0.00000000,0.00000000,0.00004031,0.00005633,4.90381426,11
5,960.0,0.50000000,0.00000047,0.00318868,0.00008263,3.87562189,11
3,2710.0,1.00000000,0.00000000,0.00203646,0.00007001,3.97318961,12
10,18435.0,0.86666667,0.00000177,0.01135948,0.00016577,3.71420674,12
8,3784.0,0.67857143,0.00001055,0.01080086,0.00010580,3.71503593,11
3,234.0,1.00000000,0.00000000,0.00002677,0.00014457,4.89469320,13
6,5126.0,0.60000000,0.00056105,0.00020802,0.00019039,4.54007739,11
10,18711.0,0.60000000,0.00031573,0.01323266,0.00022969,3.62244334,12
3,324.5,0.66666667,0.00027403,0.00003032,0.00017191,4.73991155,10
2,72.0,1.00000000,0.00000000,0.00000012,0.00008703,6.31674959,12
50,65377.0,0.55918367,0.00071067,0.07526799,0.00076467,3.13764511,11
76,209760.5,0.08596491,0.03899454,0.03628243,0.00489200,3.10751797,11
24,79575.5,0.76811594,0.00009205,0.02988882,0.00057134,3.56826976,12
50,38700.5,0.40897959,0.00428576,0.06389989,0.00080393,3.26451078,11
4,226.0,0.50000000,0.00001642,0.00003139,0.00018448,4.73355445,10
1,117.0,0.00000000,0.00000000,0.00004940,0.00004418,4.99585406,13
3,108.0,0.33333333,0.00055294,0.00013030,0.00013227,4.79933665,12
2,2324.0,1.00000000,0.00000000,0.00121302,0.00010303,4.00304035,11
10,70993.0,0.91111111,0.00000005,0.01034466,0.00052659,3.66998342,11
1,72.0,0.00000000,0.00000000,0.00207153,0.00004312,3.87700387,11
1,34.0,0.00000000,0.00000000,0.00000002,0.00013079,6.90768380,15
3,2963.0,1.00000000,0.00000000,0.00234778,0.00010864,3.95522388,11
2,1587.0,0.00000000,0.00000634,0.00009488,0.00008826,4.90215589,13
2,382.0,1.00000000,0.00000000,0.00036219,0.00006149,4.37285793,12
1,550.0,0.00000000,0.00000000,0.00320197,0.00004727,3.68711996,11
5,666.0,0.60000000,0.00000031,0.00000085,0.00011321,6.26506357,14
2,1296.0,0.00000000,0.00055294,0.00001929,0.00016027,5.08291874,13
2,76.0,0.00000000,0.00000089,0.00000000,0.00019476,7.31315644,13
4,162.0,0.66666667,0.00027434,0.00004512,0.00006840,4.96959646,13
1,616.0,0.00000000,0.00000000,0.00023721,0.00005777,4.54643449,11
1,288.0,0.00000000,0.00000000,0.00177431,0.00004336,3.95936982,12
64,298982.0,0.45783730,0.00063984,0.06463653,0.00205005,3.25317855,11
19,16408.0,0.49122807,0.00098167,0.00916512,0.00030605,3.50248756,10
2,63.0,0.00000000,0.00027632,0.00000559,0.00010053,5.22775014,12
1,1386.0,0.00000000,0.00000000,0.00014971,0.00006720,4.29601990,11
4,2543.0,1.00000000,0.00000000,0.01037981,0.00007454,3.60447761,11
1,150.0,0.00000000,0.00000000,0.00088124,0.00004512,4.20011056,12
1,987.0,0.00000000,0.00000000,0.00043088,0.00005583,4.11940299,10
2,236.0,1.00000000,0.00000000,0.00010359,0.00006682,4.79961305,12
2,24.0,1.00000000,0.00000000,0.00000060,0.00007921,5.72636816,11
2,8.0,1.00000000,0.00000000,0.00000048,0.00008192,5.89137645,14
1,114.0,0.00000000,0.00000000,0.00010369,0.00004465,4.85129906,13
1,72.0,0.00000000,0.00000000,0.00076451,0.00004284,4.19762300,12
3,150.0,0.66666667,0.00000008,0.00010347,0.00010801,4.62161415,12
2,1250.0,1.00000000,0.00000000,0.00353577,0.00010583,3.68131564,11
3,496.0,0.66666667,0.00000014,0.00004407,0.00014100,4.97512438,13
13,10594.5,0.24358974,0.00344577,0.00653721,0.00037099,3.84300719,12
1,282.0,0.00000000,0.00000000,0.00133548,0.00004455,4.24295191,12
1,158.0,0.00000000,0.00000000,0.00061325,0.00004494,4.48839138,12
1,259.0,0.00000000,0.00000000,0.00048673,0.00004616,4.22415699,11
5,7757.0,0.80000000,0.00000542,0.00459765,0.00012082,3.90630182,12
2,884.5,1.00000000,0.00000000,0.00572231,0.00004964,3.66086235,11
1,900.0,0.00000000,0.00000000,0.00320197,0.00005097,3.68711996,11
10,4434.0,0.51111111,0.00024994,0.00463614,0.00029490,3.74433389,11
1,600.0,0.00000000,0.00000000,0.00000000,0.00017571,8.47844113,17
2,312.0,0.00000000,0.00055294,0.00002145,0.00013796,5.39552239,13
4,1260.0,0.50000000,0.00000048,0.00099974,0.00011252,4.09701493,12
10,23244.0,1.00000000,0.00000000,0.01811157,0.00019400,3.59867330,12
11,31699.5,0.60000000,0.00000052,0.00911531,0.00033061,3.76229961,11
82,114584.5,0.29569407,0.00824271,0.08507309,0.00191450,3.04477612,10
4,683.5,0.66666667,0.00027517,0.00074031,0.00006449,4.26865672,12
11,11459.5,0.85454545,0.00001926,0.01705685,0.00012548,3.65809840,12
1,190.0,0.00000000,0.00000000,0.00060219,0.00004342,4.35931454,12
80,204848.0,0.17120253,0.00760179,0.01529873,0.00277442,3.31564400,10
4,1104.0,0.33333333,0.00001117,0.00026603,0.00009007,4.60530680,13
1,699.0,0.00000000,0.00000000,0.00005634,0.00005820,4.99364290,13
49,57504.0,0.29506803,0.00265231,0.05108437,0.00097213,3.27169707,11
1,285.0,0.00000000,0.00000000,0.00039591,0.00004487,4.32863460,12
9,6536.0,0.13888889,0.00266157,0.00361331,0.00027780,3.66196794,11
3,121.0,0.33333333,0.00027647,0.00000569,0.00010383,5.22747374,12
6,9558.5,0.53333333,0.00050073,0.00079567,0.00039209,4.08899945,12
2,475.0,1.00000000,0.00000000,0.00144842,0.00005001,4.14593698,12
1,464.0,0.00000000,0.00000000,0.00304503,0.00004587,3.73079049,11
7,1490.5,0.57142857,0.00000050,0.00112931,0.00009382,4.44416805,12
2,700.0,1.00000000,0.00000000,0.00071714,0.00005492,4.26976230,12
1,987.0,0.00000000,0.00000000,0.00043088,0.00005583,4.11940299,10
6,32132.0,0.73333333,0.00000546,0.00071628,0.00071319,4.16030956,10
4,1849.0,0.66666667,0.00000389,0.00747841,0.00006041,3.57877280,11
13,10583.0,0.47435897,0.00002659,0.00494354,0.00022758,3.95467109,11
2,128.0,0.00000000,0.00027598,0.00015744,0.00007992,4.36926479,11
3,1654.0,1.00000000,0.00000000,0.00098675,0.00006833,4.09812051,12
8,13205.5,0.35714286,0.00100531,0.00035339,0.00030045,4.48590381,13
53,125480.0,0.18287373,0.01383476,0.03962526,0.00250135,3.27059149,11
32,39451.0,0.16733871,0.00569975,0.01135542,0.00099772,3.38391376,10
5,95.0,0.50000000,0.00055368,0.00001880,0.00014150,5.07213930,11
8,571.0,0.10714286,0.00276373,0.00029419,0.00038516,4.21171918,12
1,570.0,0.00000000,0.00000000,0.00081170,0.00004622,4.35212825,12
1,58.0,0.00000000,0.00000000,0.00000015,0.00005735,6.79988944,15
2,342.0,1.00000000,0.00000000,0.00124585,0.00007450,4.18490879,12
2,2219.0,0.00000000,0.00009641,0.00027906,0.00021662,4.21558872,12
16,42184.5,0.25000000,0.00110922,0.00588794,0.00068347,3.56992814,10
2,570.0,1.00000000,0.00000000,0.00153419,0.00005064,3.90630182,11
1,152.0,0.00000000,0.00000000,0.00006912,0.00004518,4.63184080,11
2,150.0,0.00000000,0.00001614,0.00209192,0.00007471,3.87645108,11
2,9.0,1.00000000,0.00000000,0.00004001,0.00004943,4.96296296,12
2,9692.0,1.00000000,0.00000000,0.00124295,0.00016508,3.95467109,11
5,1580.0,0.70000000,0.00000082,0.00391828,0.00008939,3.86152570,11
2,45.0,0.00000000,0.00000008,0.00000092,0.00012406,5.89358762,14
7,3240.0,0.66666667,0.00000313,0.00162877,0.00008594,4.13902709,12
1,770.0,0.00000000,0.00000000,0.00116778,0.00004880,4.30044223,12
1,152.0,0.00000000,0.00000000,0.00320197,0.00004307,3.68711996,11
1,380.0,0.00000000,0.00000000,0.00122371,0.00004454,4.18518519,12
25,13403.5,0.36666667,0.00183170,0.02139995,0.00033157,3.54588170,11
2,336.0,1.00000000,0.00000000,0.00262851,0.00004648,3.77418463,12
1,252.0,0.00000000,0.00000000,0.00113700,0.00004374,4.19264787,12
2,922.0,0.00000000,0.00000009,0.00136881,0.00005153,4.34825871,12
7,4159.0,0.66666667,0.00000738,0.00052432,0.00017900,4.18352681,10
3,4919.0,0.33333333,0.00000025,0.00357312,0.00011065,4.01299060,11
2,398.5,1.00000000,0.00000000,0.00002157,0.00012272,4.96351575,13
12,11476.0,0.18181818,0.00494236,0.00108578,0.00052175,4.08402432,12
2,375.0,0.00000000,0.00000009,0.00035759,0.00004559,4.31398563,11
1,361.0,0.00000000,0.00000000,0.00138386,0.00004380,4.14317302,12
48,75824.5,0.46276596,0.00029076,0.05928679,0.00078766,3.41929243,11
27,28325.0,0.62393162,0.00010574,0.00565144,0.00038614,3.74571587,11
7,6401.5,0.61904762,0.00002784,0.00423155,0.00018416,3.95384190,11
15,15449.0,0.60000000,0.00002892,0.00503159,0.00021808,3.68297402,11
7,10606.0,0.42857143,0.00055404,0.00104503,0.00032399,4.09425097,12
2,6952.5,1.00000000,0.00000000,0.00053546,0.00014239,4.11885019,10
5,10297.0,1.00000000,0.00000000,0.00860928,0.00010870,3.73438364,12
20,64158.5,0.25263158,0.00336745,0.00418781,0.00161537,3.56522941,10
3,240.0,0.33333333,0.00000319,0.00128097,0.00004555,3.99751244,11
184,1329505.0,0.13417676,0.04444350,0.13810203,0.01017965,2.80790492,11
6,6154.0,1.00000000,0.00000000,0.01064940,0.00008296,3.67882808,12
2,45.0,0.00000000,0.00027640,0.00002583,0.00009681,4.89469320,13
2,7600.0,1.00000000,0.00000000,0.00231481,0.00014979,4.04090658,11
14,31268.0,1.00000000,0.00000000,0.02397244,0.00024651,3.58126036,12
2,200.0,1.00000000,0.00000000,0.00009370,0.00004593,4.56053068,11
2,51.0,0.00000000,0.00055256,0.00000506,0.00013499,5.20702045,13
3,807.5,1.00000000,0.00000000,0.00039524,0.00012726,4.37672747,12
2,57.0,1.00000000,0.00000000,0.00000008,0.00011908,6.28054174,11
1,1020.0,0.00000000,0.00000000,0.00148686,0.00004858,3.90657822,11
9,18387.0,0.94444444,0.00000039,0.01178039,0.00016782,3.72719735,12
4,531.0,0.66666667,0.00000017,0.00126715,0.00005516,3.99806523,11
3,225.0,0.66666667,0.00000011,0.00125410,0.00004591,3.99806523,11
2,397.0,0.00000000,0.00012602,0.00003952,0.00008840,5.00055279,13
2,103.0,1.00000000,0.00000000,0.00000097,0.00007896,5.89220564,14
2,96.0,0.00000000,0.00055294,0.00003703,0.00012253,5.01934771,13
2,63.0,1.00000000,0.00000000,0.00003804,0.00005522,4.97097844,12
1,340.0,0.00000000,0.00000000,0.00047445,0.00005101,4.28496407,12
2,38.0,1.00000000,0.00000000,0.00011455,0.00004871,4.62852405,12
3,5915.0,0.33333333,0.00055294,0.00043046,0.00021635,4.27833057,12
2,588.0,1.00000000,0.00000000,0.00043046,0.00005586,4.27888336,12
5,5963.0,0.90000000,0.00000002,0.00143647,0.00013356,4.11276949,11
2,4604.0,1.00000000,0.00000000,0.00032069,0.00012193,4.49391929,13
1,5736.0,0.00000000,0.00000000,0.00010153,0.00008735,4.65837479,12
1,616.0,0.00000000,0.00000000,0.00012689,0.00005913,4.92122720,12
8,9194.0,0.75000000,0.00000019,0.00222910,0.00013980,4.09894970,12
1,336.0,0.00000000,0.00000000,0.00092595,0.00004496,4.14289663,12
17,111525.0,0.25735294,0.00065562,0.00571670,0.00105403,3.65892758,11
2,855.0,1.00000000,0.00000000,0.00148117,0.00006138,4.14593698,12
2,51.0,0.00000000,0.00000015,0.00000009,0.00018236,6.20563847,14
41,41161.0,0.41829268,0.00041678,0.00875064,0.00053747,3.61470426,11
2,72.0,1.00000000,0.00000000,0.00005385,0.00007536,4.76838032,11
1,152.0,0.00000000,0.00000000,0.00004029,0.00005267,4.87258154,12
2,555.0,1.00000000,0.00000000,0.00003816,0.00006198,5.06633499,13
2,16.0,1.00000000,0.00000000,0.00000048,0.00012046,5.89137645,14
11,6264.0,0.52727273,0.00003797,0.00897309,0.00021670,3.65644002,11
2,3057.0,1.00000000,0.00000000,0.00309328,0.00006392,3.72222222,11
77,207826.0,0.37286398,0.00061024,0.06949831,0.00144772,3.25843007,11
7,2058.0,0.66666667,0.00004960,0.01097436,0.00007888,3.66473190,11
3,3074.0,1.00000000,0.00000000,0.00354917,0.00006205,3.93117745,12
3,1251.0,1.00000000,0.00000000,0.00118598,0.00006156,3.97844113,12
17,28702.5,0.22058824,0.00238743,0.00278085,0.00078303,3.99640685,12
2,229.0,1.00000000,0.00000000,0.00000515,0.00014143,5.20757324,13
2,2476.0,1.00000000,0.00000000,0.00101877,0.00006741,4.14262023,12
100,376898.5,0.24080808,0.00677087,0.07872578,0.00302918,3.15561083,11
4,1520.0,0.83333333,0.00000001,0.00618094,0.00005736,3.68380321,11
2,45.0,0.00000000,0.00055294,0.00000006,0.00020066,6.33167496,12
32,51894.0,0.54637097,0.00151248,0.04036347,0.00078757,3.21448314,10
1,108.0,0.00000000,0.00000000,0.00000009,0.00013763,6.23023770,13
5,2672.5,0.50000000,0.00000043,0.00114582,0.00007597,4.14151465,12
1,480.0,0.00000000,0.00000000,0.00320197,0.00004653,3.68711996,11
1,756.0,0.00000000,0.00000000,0.00001856,0.00006112,5.09369818,13
29,118692.0,0.94334975,0.00000278,0.04196662,0.00082610,3.42758430,11
4,4854.0,1.00000000,0.00000000,0.00564339,0.00007377,3.78717523,12
2,266.0,1.00000000,0.00000000,0.00013384,0.00004378,4.54118297,11
2,31.5,1.00000000,0.00000000,0.00007203,0.00004340,4.96323936,12
1,72.0,0.00000000,0.00000000,0.00002973,0.00006156,4.74350470,10
3,757.0,1.00000000,0.00000000,0.00365831,0.00005448,3.72470978,11
3,1598.0,1.00000000,0.00000000,0.00310621,0.00006792,3.90574903,12
2,144.0,0.00000000,0.00110558,0.00000559,0.00013945,5.22719735,12
5,278.0,0.60000000,0.00000147,0.00000332,0.00019236,5.45660586,11
4,814.0,1.00000000,0.00000000,0.00762399,0.00005407,3.67799889,11
4,899.0,0.50000000,0.00077711,0.00019737,0.00014016,4.33278054,10
4,760.0,0.66666667,0.00000049,0.00238569,0.00007033,3.95605307,12
1,44.0,0.00000000,0.00000000,0.00003325,0.00004950,4.88750691,12
2,1929.0,1.00000000,0.00000000,0.00065611,0.00010389,4.10668878,12
35,45115.0,0.10588235,0.02097468,0.00497118,0.00217825,3.46489773,9
14,30087.0,0.23076923,0.00262582,0.00400251,0.00051938,3.66334992,10
1,228.0,0.00000000,0.00000000,0.00081170,0.00004336,4.35212825,12
1,525.0,0.00000000,0.00000000,0.00064446,0.00005189,4.10696517,12
2,1071.0,1.00000000,0.00000000,0.00203542,0.00005024,4.14151465,12
1,96.0,0.00000000,0.00000000,0.00000516,0.00009392,5.23300166,12
17,14498.0,0.50000000,0.00003068,0.00695284,0.00027312,3.94637922,11
16,7946.5,0.47500000,0.00030882,0.00954873,0.00029155,3.63902709,11
1,100.0,0.00000000,0.00000000,0.00009986,0.00005693,4.62216694,12
19,33771.5,0.21637427,0.00026633,0.00334050,0.00073973,3.94776119,12
12,36297.5,1.00000000,0.00000000,0.01806163,0.00030056,3.53565506,11
3,2098.0,0.66666667,0.00000367,0.00391319,0.00006369,3.80320619,12
1,76.0,0.00000000,0.00000000,0.00005634,0.00004328,4.99364290,13
4,595.0,1.00000000,0.00000000,0.00073164,0.00005401,4.10337203,12
2,133.0,1.00000000,0.00000000,0.00007037,0.00004832,4.63156440,11
3,1114.0,0.66666667,0.00000107,0.00181582,0.00005379,4.09950249,12
107,312944.5,0.21812731,0.02708053,0.10415576,0.00398684,2.92122720,10
3,451.5,0.33333333,0.00073393,0.00000057,0.00024900,5.73134328,11
4,3815.0,0.50000000,0.00055294,0.00032659,0.00015127,4.49309011,13
13,16545.5,0.38461538,0.00001578,0.00171753,0.00029109,4.08291874,12
2,2321.5,1.00000000,0.00000000,0.00203542,0.00006051,4.14151465,12
19,78292.5,0.19298246,0.00301725,0.01175467,0.00172577,3.42730790,11
2,650.0,1.00000000,0.00000000,0.00009568,0.00005877,4.91459370,13
1,95.0,0.00000000,0.00000000,0.00000034,0.00009524,6.08126036,14
11,7093.0,0.21818182,0.00295343,0.00073404,0.00039276,4.09756772,12
2,100.0,1.00000000,0.00000000,0.00049922,0.00005448,4.34687673,12
1,192.0,0.00000000,0.00000000,0.00043088,0.00004426,4.11940299,10
4,14644.0,1.00000000,0.00000000,0.00632180,0.00013858,3.85820896,12
10,11768.5,0.97777778,0.00000002,0.01556136,0.00012116,3.71006081,12
4,4497.0,0.83333333,0.00000046,0.00467121,0.00008039,3.90685462,12
2,1123.0,1.00000000,0.00000000,0.00029538,0.00010659,4.23383085,11
2,74.0,1.00000000,0.00000000,0.00043378,0.00005066,4.36622443,12
3,6575.0,1.00000000,0.00000000,0.00458014,0.00009031,3.71862908,11
31,39894.0,0.58064516,0.00005638,0.00587305,0.00049623,3.74488668,11
1,152.0,0.00000000,0.00000000,0.00001145,0.00009468,5.10585959,13
16,55073.0,0.69166667,0.00000145,0.02471144,0.00053743,3.57932559,11
3,1970.0,1.00000000,0.00000000,0.00071652,0.00010607,4.10641238,12
2,380.0,1.00000000,0.00000000,0.00038809,0.00008063,4.37700387,12
13,13776.5,0.38461538,0.00171175,0.00275323,0.00041339,3.99806523,12
3,286.0,0.33333333,0.00132985,0.00019036,0.00015659,4.33471531,10
3,887.0,0.66666667,0.00000439,0.00191161,0.00005119,4.09701493,12
1,263.5,0.00000000,0.00000000,0.00008829,0.00005231,4.46434494,10
38,79010.0,0.40398293,0.00154134,0.00791131,0.00105929,3.64344942,10
3,3938.0,1.00000000,0.00000000,0.00056301,0.00012275,4.26340520,12
3,519.0,1.00000000,0.00000000,0.00572481,0.00004620,3.76119403,11
2,13.5,1.00000000,0.00000000,0.00043867,0.00004627,4.11912659,10
2,945.0,1.00000000,0.00000000,0.00011825,0.00007869,4.84190160,13
11,15185.0,0.70909091,0.00003003,0.00394287,0.00020589,3.68988391,11
4,5220.5,0.50000000,0.00027700,0.00075969,0.00015455,4.26782753,12
45,70878.5,0.32323232,0.00346249,0.04894732,0.00078267,3.19292427,11
4,700.0,0.16666667,0.00082858,0.00073764,0.00012091,4.26782753,12
2,36.0,1.00000000,0.00000000,0.00008989,0.00005879,4.46406855,10
18,25469.5,0.36601307,0.00014897,0.01147449,0.00039070,3.56274185,11
12,13032.0,0.51515152,0.00001282,0.00379421,0.00018102,3.94223328,12
1,48.0,0.00000000,0.00000000,0.00002604,0.00004611,4.90685462,13
4,13774.0,0.33333333,0.00055379,0.00047005,0.00033374,4.27611940,12
2,162.0,0.00000000,0.00055294,0.00006914,0.00012353,4.63128800,11
109,347611.0,0.25297316,0.00249974,0.08685891,0.00249283,3.14427861,11
5,3127.0,0.50000000,0.00000040,0.00093349,0.00007619,4.53814262,12
2,57.0,0.00000000,0.00000122,0.00000055,0.00014301,5.73631841,11
2,2450.0,1.00000000,0.00000000,0.00094309,0.00008307,4.14262023,12
2,589.0,0.00000000,0.00000042,0.00054819,0.00007395,4.42095080,12
2,405.0,1.00000000,0.00000000,0.00067351,0.00009359,4.24212272,12
3,350.0,1.00000000,0.00000000,0.00016324,0.00007536,4.36843560,11
2,90.0,1.00000000,0.00000000,0.00002166,0.00005192,5.24599226,13
12,50225.5,0.30303030,0.00111549,0.00155010,0.00084558,4.08457711,12
1,44.0,0.00000000,0.00000000,0.00207153,0.00004247,3.87700387,11
13,6472.0,0.64102564,0.00000443,0.01482582,0.00010352,3.58982863,11
2,544.0,0.00000000,0.00018407,0.00002112,0.00015967,4.97622996,13
3,324.0,0.00000000,0.00221055,0.00029032,0.00023596,4.23189608,11
2,395.0,1.00000000,0.00000000,0.00056188,0.00005069,4.22388060,11
3,6123.0,1.00000000,0.00000000,0.00100146,0.00013092,4.09646213,12
1,1440.0,0.00000000,0.00000000,0.00022442,0.00006112,4.81785517,13
3,202.0,0.33333333,0.00018429,0.00000529,0.00012518,5.19485904,13
3,11410.0,0.66666667,0.00000003,0.00042407,0.00014006,4.06661139,11
4,1612.0,1.00000000,0.00000000,0.00718963,0.00006668,3.60475401,11
1,192.0,0.00000000,0.00000000,0.00043088,0.00004426,4.11940299,10
1,1102.0,0.00000000,0.00000000,0.00122371,0.00005038,4.18518519,12
