Airport,Degree,Strength,Clustering Coefficient,Average Path Length,Maximum Path Length,Betweenness,Eigenvector Centrality,PageRank
SHA,81,293984.0,0.20030864,3.07628524,10,0.01034663,0.03745201,0.00336530
SHB,2,4550.0,1.00000000,3.79684909,11,0.00000000,0.00150160,0.00007624
SHC,2,186.0,0.00000000,5.42979547,13,0.00000023,0.00000612,0.00008473
SHD,2,1140.0,1.00000000,3.99806523,12,0.00000000,0.00326537,0.00004938
SHE,29,39891.5,0.46798030,3.65008292,11,0.00014554,0.00734260,0.00050073
SHG,4,278.0,0.66666667,4.88419016,13,0.00004082,0.00003157,0.00014404
SHH,5,526.0,0.60000000,5.19817579,13,0.00000209,0.00001064,0.00018460
SHJ,34,12002.5,0.19429590,3.55168601,11,0.00114521,0.01934018,0.00029840
SHM,1,2814.0,0.00000000,3.79878386,11,0.00000000,0.00133616,0.00006388
SHO,1,2289.0,0.00000000,3.83830846,11,0.00000000,0.00104005,0.00006186
SHP,5,1040.0,0.50000000,4.07131012,11,0.00000153,0.00108848,0.00005919
SHR,1,513.0,0.00000000,4.18518519,12,0.00000000,0.00122371,0.00004561
